company_name,isin_code
B3SYSTEM SPÓŁKA AKCYJNA,PLBSSTM00013
COLIAN HOLDINGS Spółka Akcyjna,PLJTRZN00011
INTAKUS SPÓŁKA AKCYJNA,removed
PRÓCHNIK SA,PLPRCHK00018
INDATA SOFTWARE SPÓŁKA AKCYJNA,PLTROMD00010
HAWE SA,PLVENTS00019
PBG SA,PLPBG0000029
INVENTUM TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA,PLIDATF00012
ALMA MARKET SA,PLKRCHM00015
CUBE.ITG SPÓŁKA AKCYJNA,PLMCINT00013
EPIGON SPÓŁKA AKCYJNA,PLEPIGN00019
SONEL SPÓŁKA AKCYJNA,PLSONEL00011
BIOCELTIX,PLBCLTX00019
TIM SA,PLTIM0000016
MONNARI TRADE Spółka Akcyjna,PLMNRTR00012
ASSECO CENTRAL EUROPE a.s.,SK1120009230
GIEŁDA PAPIERÓW WARTOŚCIOWYCH W WARSZAWIE SA,PLGPW0000017
UniCredit S.p.A.,IT0005239360
BANK POLSKA KASA OPIEKI SPÓŁKA AKCYJNA,PLPEKAO00016
ARTIFEX,PLARTFX00011
CYBER_FOLKS SA,PLR220000018
VERCOM,PLVRCM000016
GREENX METALS,AU0000198939
MILTON ESSEX SA,PLMLTNE00013
FOTO VOLT EKO ENERGIA SPÓŁKA AKCYJNA,PLINVFM00012
MPL VERBUM SPÓŁKA AKCYJNA,PLMPLVR00016
RAWLPLUG S.A.,PLKLNR000017
FON SA,EE3100100835
MSX RESOURCES SA,PLMSTEX00017
OEX SPÓŁKA AKCYJNA,PLTELL000023
ROVESE SPÓŁKA AKCYJNA,PLCRSNT00011
CZERWONA TOREBKA SPÓŁKA AKCYJNA,PLCRWTR00022
NAVIMOR-INVEST SA,PLNVMRI00017
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE KOMPAP SA,PLKOMPP00017
DEVELIA,PLLCCRP00017
ARCTIC PAPER SPÓŁKA AKCYJNA,PLARTPR00012
FOTA SPÓŁKA AKCYJNA,PLFOTA000014
Wilbo SA,PLWILBO00019
YAWAL SPÓŁKA AKCYJNA,PLYAWAL00058
RESBUD SPÓŁKA AKCYJNA,PLRESBD00032
EUROPEJSKI FUNDUSZ HIPOTECZNY SA,PLEFH0000022
TSGAMES,PLTSQGM00016
Arteria Spółka Akcyjna,PLARTER00016
PCC EXOL SPÓŁKA AKCYJNA,PLPCCEX00010
WEALTH BAY SPÓŁKA AKCYJNA,PLWLTHB00010
ARTEFE SPÓŁKA AKCYJNA,PLARTFX00011
ABPOL COMPANY POLSKA SPÓŁKA AKCYJNA,PLABPLC00015
COLEOS SPÓŁKA AKCYJNA,removed
SEVENET SPÓŁKA AKCYJNA,PLSVNET00019
FUTURIS SPÓŁKA AKCYJNA,PLBINVT00016
ATAL-PDA,PLATAL000228
MACRO GAMES SPÓŁKA AKCYJNA,PLMRCGM00013
MOTORICUS SPÓŁKA AKCYJNA,PLOPONX00011
PASSUS,PLPSSUS00018
BSC DRUKARNIA OPAKOWAŃ SPÓŁKA AKCYJNA,PLBSCDO00017
NWAI DOM MAKLERSKI SPÓŁKA AKCYJNA,PLNWAI000017
Intersport Polska Spółka Akcyjna,PLINTSP00038
BELVEDERE S.A.,FR0000060873
WDMCP,PLWDMCP00013
INVESTMENT FRIENDS SPÓŁKA AKCYJNA,EE3100099391
MCI MANAGEMENT SA,PLMCIMG00012
KREZUS Spółka Akcyjna,PLNFI0200019
INTEGER.PL SPÓŁKA AKCYJNA,PLINTEG00011
INPOST,PLINPST00012
PEIXIN INTERNATIONAL GROUP N.V.,NL0010577052
NOVITA SA,PLNVITA00018
STALPROFIL SA,PLSTLPF00012
MARVIPOL,PLMRVDV00011
MEDIATEL SA,PLSMMDA00012
PHOTON ENERGY N.V.,NL0010391108
GORENJE GOSPODINJSKI APARAT D.D.,SI0031104076
LMGAMES,PLLVMGM00016
DBENERGY,PLDBENR00017
ZENERIS,PLA351100013
MEGAPIXEL,PLMGPLS00015
GRAPHENE,PLADVGP00011
PURE BIOLOGICS SPÓŁKA AKCYJNA,PLPRBLG00010
PBGAMES,PLPRMBG00018
CREOTECH INSTRUMENTS S.A.,PLCRTCH00017
LEGIMI,PLLGIMI00029
DUALITY,PLDLITY00010
GENOMTEC,PLGNMTC00017
NOOBZ FROM POLAND SPÓŁKA AKCYJNA,PLPLNTR00018
NOVATURAS,LT0000131872
ASSECO BUSINESS SOLUTIONS SPÓŁKA AKCYJNA,PLABS0000018
KSG AGRO S.A.,LU0611262873
ELEKTROBUDOWA SA,PLELTBD00017
HYGIENIKA S.A.,PLHGNKA00028
ABM SOLID SPÓŁKA AKCYJNA,PLABMSD00015
DGA SA,PLDGA0000019
CAM MEDIA SPÓŁKA AKCYJNA,PLCAMMD00032
MILKILAND N.V.,NL0009508712
PRIME CAR MANAGEMENT SPÓŁKA AKCYJNA,PLPRMCM00048
ANSWEAR.COM SA,PLANSWR00019
BRAND24 SA,PLBRN2400013
JHM DEVELOPMENT SPÓŁKA AKCYJNA,PLJHMDL00018
IBC POLSKA F&P SPÓŁKA AKCYJNA,PLIBCPL00018
BIK,PLBIKPT00014
GOOD IDEA SPÓŁKA AKCYJNA,removed
ZAKŁADY AUTOMATYKI POLNA SA,PLPOLNA00015
ULMA Construccion Polska SA,PLBAUMA00017
MMAKERS,PLMNMRS00015
FABRYKA OBRABIAREK RAFAMET SA,PLRFMET00016
ATREM SPÓŁKA AKCYJNA,PLATREM00017
TRAVELPLANET.PL SA,PLTRVPL00011
Quantum Software SA,PLQNTUM00018
ELEMENTAL HOLDING SPÓŁKA AKCYJNA,PLELMTL00017
ADVADIS SPÓŁKA AKCYJNA,PLMBRST00015
HUUUGE-S144,US44853H1086
GINO ROSSI SPÓŁKA AKCYJNA,PLGNRSI00015
AATHOLD,PLAATHL00018
MEWA SA,PLMEWA000012
ULTGAMES,PLULTGM00013
IDEON SPÓŁKA AKCYJNA,PLCNTZP00010
POLTREG,PLPLTRG00038
MLSYSTEM,PLMLSTM00015
FORMUŁA 8 SPÓŁKA AKCYJNA,removed
SANTANDER,PLBZ00000044
PEPCO,NL0015000AU7
NICOLAS GAMES SPÓŁKA AKCYJNA,PLNCLGM00014
ALTERCO SA,PLSRBEX00014
PEKAES SA,PLPEKAS00017
IRON WOLF,PLA319800019
POLYSLASH,PLPOLSL00011
AQUA S.A.,PLAQUA000014
MOONLIT,PLMNLIT00014
GPRE,NL0012235980
GEOINVENT SPÓŁKA AKCYJNA,removed
AGTES SPÓŁKA AKCYJNA,PLAGTES00017
GAMESBOX,PLGMSBX00010
LTGAMES,PLLNTRG00017
EMPLOCITY,PLEMPCT00017
REDCARPET,PLRCMGR00012
KUBOTA,PLKBT0000015
NEW WORLD RESOURCES PLC,GB00B42CTW68
E-KANCELARIA GRUPA PRAWNO-FINANSOWA SPÓŁKA AKCYJNA,PLEKGPF00011
OUTDOORZY,PLOUTDR00013
SIMTERACT,PLSMTRC00013
IMAGEPWR,PLIMGPW00013
BMP MEDIA INVESTORS AG,DE0003304200
KDM SHIPPING PUBLIC LIMITED,CY0102492119
ONDE,PLONDE000018
BKDGAMES,PLBKDGM00019
GAMFACTOR,PLGMNGF00017
BAUMAL GROUP SPÓŁKA AKCYJNA,PLBMLGR00017
POWSZECHNE TOWARZYSTWO INWESTYCYJNE SPÓŁKA AKCYJNA,removed
PINOTCARO SPÓŁKA AKCYJNA,removed
SADOVAYA GROUP S.A.,LU0564351582
CASH FLOW SPÓŁA AKCYJNA,PLCASHF00018
GREENX,AU0000198939
